BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05217254	SRX1832353	Illumina HiSeq 2500	179	125	SRR3650435	SRS1493431	GSM2194503	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217254	SRX1832353	Illumina HiSeq 2500	95	44	SRR3650436	SRS1493431	GSM2194503	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217255	SRX1832354	Illumina HiSeq 2500	244	171	SRR3650437	SRS1493432	GSM2194504	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217255	SRX1832354	Illumina HiSeq 2500	139	65	SRR3650438	SRS1493432	GSM2194504	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217256	SRX1832355	Illumina HiSeq 2500	194	136	SRR3650439	SRS1493434	GSM2194505	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217256	SRX1832355	Illumina HiSeq 2500	196	84	SRR3650440	SRS1493434	GSM2194505	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217257	SRX1832356	Illumina HiSeq 2500	70	49	SRR3650441	SRS1493433	GSM2194506	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217257	SRX1832356	Illumina HiSeq 2500	84	36	SRR3650442	SRS1493433	GSM2194506	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217263	SRX1832357	Illumina HiSeq 2500	232	160	SRR3650443	SRS1493435	GSM2194507	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217263	SRX1832357	Illumina HiSeq 2500	236	103	SRR3650444	SRS1493435	GSM2194507	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217264	SRX1832358	Illumina HiSeq 2500	162	112	SRR3650445	SRS1493436	GSM2194508	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217264	SRX1832358	Illumina HiSeq 2500	206	87	SRR3650446	SRS1493436	GSM2194508	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217265	SRX1832359	Illumina HiSeq 2500	84	58	SRR3650447	SRS1493437	GSM2194509	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217265	SRX1832359	Illumina HiSeq 2500	107	45	SRR3650448	SRS1493437	GSM2194509	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217258	SRX1832360	Illumina HiSeq 2500	231	161	SRR3650449	SRS1493438	GSM2194510	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217258	SRX1832360	Illumina HiSeq 2500	231	99	SRR3650450	SRS1493438	GSM2194510	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217259	SRX1832361	Illumina HiSeq 2500	248	172	SRR3650451	SRS1493439	GSM2194511	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217259	SRX1832361	Illumina HiSeq 2500	297	125	SRR3650452	SRS1493439	GSM2194511	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217260	SRX1832362	Illumina HiSeq 2500	235	163	SRR3650453	SRS1493440	GSM2194512	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217260	SRX1832362	Illumina HiSeq 2500	279	118	SRR3650454	SRS1493440	GSM2194512	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217261	SRX1832363	Illumina HiSeq 2500	194	134	SRR3650455	SRS1493441	GSM2194513	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217261	SRX1832363	Illumina HiSeq 2500	226	95	SRR3650456	SRS1493441	GSM2194513	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217262	SRX1832364	Illumina HiSeq 2500	189	130	SRR3650457	SRS1493442	GSM2194514	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217262	SRX1832364	Illumina HiSeq 2500	228	96	SRR3650458	SRS1493442	GSM2194514	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217266	SRX1832365	Illumina HiSeq 2500	223	155	SRR3650459	SRS1493444	GSM2194515	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217266	SRX1832365	Illumina HiSeq 2500	263	111	SRR3650460	SRS1493444	GSM2194515	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217207	SRX1832366	Illumina HiSeq 2500	229	159	SRR3650461	SRS1493443	GSM2194516	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217207	SRX1832366	Illumina HiSeq 2500	249	107	SRR3650462	SRS1493443	GSM2194516	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217208	SRX1832367	Illumina HiSeq 2500	163	114	SRR3650463	SRS1493445	GSM2194517	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217208	SRX1832367	Illumina HiSeq 2500	190	80	SRR3650464	SRS1493445	GSM2194517	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217209	SRX1832368	Illumina HiSeq 2500	192	134	SRR3650465	SRS1493446	GSM2194518	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217209	SRX1832368	Illumina HiSeq 2500	239	100	SRR3650466	SRS1493446	GSM2194518	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217210	SRX1832369	Illumina HiSeq 2500	152	106	SRR3650467	SRS1493447	GSM2194519	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217210	SRX1832369	Illumina HiSeq 2500	195	82	SRR3650468	SRS1493447	GSM2194519	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217211	SRX1832370	Illumina HiSeq 2500	132	92	SRR3650469	SRS1493450	GSM2194520	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217211	SRX1832370	Illumina HiSeq 2500	167	70	SRR3650470	SRS1493450	GSM2194520	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217212	SRX1832371	Illumina HiSeq 2500	224	155	SRR3650471	SRS1493448	GSM2194521	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217212	SRX1832371	Illumina HiSeq 2500	264	110	SRR3650472	SRS1493448	GSM2194521	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217213	SRX1832372	Illumina HiSeq 2500	279	194	SRR3650473	SRS1493449	GSM2194522	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217213	SRX1832372	Illumina HiSeq 2500	357	149	SRR3650474	SRS1493449	GSM2194522	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217214	SRX1832373	Illumina HiSeq 2500	231	160	SRR3650475	SRS1493451	GSM2194523	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217214	SRX1832373	Illumina HiSeq 2500	282	118	SRR3650476	SRS1493451	GSM2194523	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217215	SRX1832374	Illumina HiSeq 2500	203	141	SRR3650477	SRS1493452	GSM2194524	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217215	SRX1832374	Illumina HiSeq 2500	229	96	SRR3650478	SRS1493452	GSM2194524	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217216	SRX1832375	Illumina HiSeq 2500	215	148	SRR3650479	SRS1493453	GSM2194525	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217216	SRX1832375	Illumina HiSeq 2500	255	107	SRR3650480	SRS1493453	GSM2194525	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217217	SRX1832376	Illumina HiSeq 2500	196	137	SRR3650481	SRS1493454	GSM2194526	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217217	SRX1832376	Illumina HiSeq 2500	226	95	SRR3650482	SRS1493454	GSM2194526	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217218	SRX1832377	Illumina HiSeq 2500	191	132	SRR3650483	SRS1493455	GSM2194527	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217218	SRX1832377	Illumina HiSeq 2500	238	99	SRR3650484	SRS1493455	GSM2194527	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217219	SRX1832378	Illumina HiSeq 2500	195	136	SRR3650485	SRS1493456	GSM2194528	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217219	SRX1832378	Illumina HiSeq 2500	233	98	SRR3650486	SRS1493456	GSM2194528	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217220	SRX1832379	Illumina HiSeq 2500	200	139	SRR3650487	SRS1493457	GSM2194529	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217220	SRX1832379	Illumina HiSeq 2500	208	89	SRR3650488	SRS1493457	GSM2194529	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217221	SRX1832380	Illumina HiSeq 2500	211	148	SRR3650489	SRS1493458	GSM2194530	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217221	SRX1832380	Illumina HiSeq 2500	201	88	SRR3650490	SRS1493458	GSM2194530	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217222	SRX1832381	Illumina HiSeq 2500	217	151	SRR3650491	SRS1493459	GSM2194531	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217222	SRX1832381	Illumina HiSeq 2500	236	99	SRR3650492	SRS1493459	GSM2194531	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217223	SRX1832382	Illumina HiSeq 2500	76	53	SRR3650493	SRS1493460	GSM2194532	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217223	SRX1832382	Illumina HiSeq 2500	87	36	SRR3650494	SRS1493460	GSM2194532	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217224	SRX1832383	Illumina HiSeq 2500	251	174	SRR3650495	SRS1493461	GSM2194533	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217224	SRX1832383	Illumina HiSeq 2500	285	120	SRR3650496	SRS1493461	GSM2194533	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217225	SRX1832384	Illumina HiSeq 2500	204	141	SRR3650497	SRS1493462	GSM2194534	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217225	SRX1832384	Illumina HiSeq 2500	237	99	SRR3650498	SRS1493462	GSM2194534	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217226	SRX1832385	Illumina HiSeq 2500	205	141	SRR3650499	SRS1493463	GSM2194535	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217226	SRX1832385	Illumina HiSeq 2500	228	96	SRR3650500	SRS1493463	GSM2194535	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217227	SRX1832386	Illumina HiSeq 2500	151	104	SRR3650501	SRS1493464	GSM2194536	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217227	SRX1832386	Illumina HiSeq 2500	177	74	SRR3650502	SRS1493464	GSM2194536	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217228	SRX1832387	Illumina HiSeq 2500	221	153	SRR3650503	SRS1493465	GSM2194537	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217228	SRX1832387	Illumina HiSeq 2500	259	108	SRR3650504	SRS1493465	GSM2194537	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217229	SRX1832388	Illumina HiSeq 2500	199	138	SRR3650505	SRS1493466	GSM2194538	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217229	SRX1832388	Illumina HiSeq 2500	227	95	SRR3650506	SRS1493466	GSM2194538	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217230	SRX1832389	Illumina HiSeq 2500	258	180	SRR3650507	SRS1493467	GSM2194539	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217230	SRX1832389	Illumina HiSeq 2500	300	126	SRR3650508	SRS1493467	GSM2194539	adult	duct	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217231	SRX1832390	Illumina HiSeq 2500	137	95	SRR3650509	SRS1493468	GSM2194540	adult	acinar	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217231	SRX1832390	Illumina HiSeq 2500	132	57	SRR3650510	SRS1493468	GSM2194540	adult	acinar	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217232	SRX1832391	Illumina HiSeq 2500	201	143	SRR3650511	SRS1493469	GSM2194541	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217232	SRX1832391	Illumina HiSeq 2500	247	105	SRR3650512	SRS1493469	GSM2194541	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217233	SRX1832392	Illumina HiSeq 2500	186	130	SRR3650513	SRS1493470	GSM2194542	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217233	SRX1832392	Illumina HiSeq 2500	38	19	SRR3650514	SRS1493470	GSM2194542	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217234	SRX1832393	Illumina HiSeq 2500	209	145	SRR3650515	SRS1493471	GSM2194543	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217234	SRX1832393	Illumina HiSeq 2500	231	97	SRR3650516	SRS1493471	GSM2194543	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217235	SRX1832394	Illumina HiSeq 2500	208	145	SRR3650517	SRS1493472	GSM2194544	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217235	SRX1832394	Illumina HiSeq 2500	219	94	SRR3650518	SRS1493472	GSM2194544	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
